시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 노원구 공릉동,670-7,0670,0007,6.7디벨리움,17.27,202107,22,"        17,900",15,2016,화랑로 443,,-,-
서울특별시 노원구 공릉동,670-7,0670,0007,6.7디벨리움,28.67,202107,24,"        22,000",17,2016,화랑로 443,,-,-
서울특별시 노원구 공릉동,670-7,0670,0007,6.7디벨리움,17.27,202108,7,"        17,000",11,2016,화랑로 443,,-,-
서울특별시 노원구 공릉동,404-3,0404,0003,건영아파트,59.94,202108,16,"        57,500",11,1998,동일로173가길 145,,-,-
서울특별시 노원구 공릉동,404-3,0404,0003,건영아파트,59.94,202110,31,"        59,000",12,1998,동일로173가길 145,,-,-
서울특별시 노원구 공릉동,744,0744,0000,건영장미아파트,84.88,202104,28,"        69,800",7,1999,공릉로51길 14-17,,-,-
서울특별시 노원구 공릉동,744,0744,0000,건영장미아파트,84.88,202106,12,"        75,700",9,1999,공릉로51길 14-17,20210729,-,-
서울특별시 노원구 공릉동,744,0744,0000,건영장미아파트,59.87,202107,29,"        59,000",20,1999,공릉로51길 14-17,,-,-
서울특별시 노원구 공릉동,744,0744,0000,건영장미아파트,84.88,202107,29,"        75,700",9,1999,공릉로51길 14-17,,-,-
서울특별시 노원구 공릉동,744,0744,0000,건영장미아파트,59.87,202108,5,"        55,500",2,1999,공릉로51길 14-17,,-,-
서울특별시 노원구 공릉동,749,0749,0000,공릉2신도브래뉴아파트,84.48,202105,26,"        69,000",6,2002,동일로193길 7,,-,-
서울특별시 노원구 공릉동,749,0749,0000,공릉2신도브래뉴아파트,84.75,202106,6,"        77,800",4,2002,동일로193길 7,,-,-
서울특별시 노원구 공릉동,749,0749,0000,공릉2신도브래뉴아파트,84.65,202106,15,"        77,000",1,2002,동일로193길 7,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202101,11,"        56,300",12,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202101,20,"        68,500",9,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202102,1,"        68,000",6,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,114.84,202102,3,"        74,500",7,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,114.84,202102,3,"        74,500",7,2000,공릉로46길 19,20210209,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202103,5,"        59,000",14,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202103,10,"        71,700",9,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202103,30,"        70,000",13,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202103,31,"        50,000",8,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202104,10,"        60,000",12,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202105,18,"        72,000",10,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202105,24,"        58,000",16,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202106,24,"        79,700",13,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202106,30,"        59,000",12,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202107,5,"        60,500",19,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202107,12,"        59,000",20,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,84.93,202107,17,"        79,000",8,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202107,19,"        59,500",9,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202107,19,"        55,000",1,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202107,24,"        59,950",14,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202107,31,"        60,000",10,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,59.4,202108,9,"        61,000",13,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,743,0743,0000,공릉동한보에센시티아파트,114.84,202110,9,"        89,900",6,2000,공릉로46길 19,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,84.97,202102,21,"        72,500",14,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,84.97,202102,21,"        72,500",14,1995,동일로198길 24,20210317,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.26,202103,19,"        55,000",12,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.26,202104,24,"        54,000",4,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.26,202107,11,"        60,000",4,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.26,202108,28,"        59,500",2,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.44,202109,7,"        60,000",14,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,84.97,202109,8,"        77,000",3,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.26,202109,23,"        64,000",15,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.01,202109,25,"        62,900",13,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,738,0738,0000,공릉우성아파트,59.44,202110,23,"        62,700",13,1995,동일로198길 24,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,134.914,202102,24,"       117,000",7,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,134.914,202103,10,"       116,000",4,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,99.917,202103,24,"        94,850",5,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,134.914,202104,2,"       117,000",15,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,99.917,202104,24,"        87,000",1,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,134.914,202105,1,"       105,000",1,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,99.917,202105,11,"        99,500",12,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,99.917,202106,1,"        98,800",12,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,99.917,202106,9,"       102,000",6,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,106,0106,0000,공릉해링턴플레이스,99.917,202108,13,"       107,000",9,2000,노원로 62,,-,-
서울특별시 노원구 공릉동,752,0752,0000,광덕파크빌아파트,84.69,202104,19,"        64,200",6,2003,동일로180길 48-9,,-,-
서울특별시 노원구 공릉동,753,0753,0000,길성그랑프리텔아파트,84.1337,202101,18,"        64,000",12,2003,동일로191가길 66,,-,-
서울특별시 노원구 공릉동,684-22,0684,0022,남광아파트,46.2,202109,18,"        21,300",4,2003,화랑로 415-5,,-,-
서울특별시 노원구 공릉동,379-5,0379,0005,남청파인힐,77.07,202101,28,"        59,200",3,2002,동일로191가길 26,,-,-
서울특별시 노원구 공릉동,379-5,0379,0005,남청파인힐,62.817,202109,16,"        61,500",2,2002,동일로191가길 26,,-,-
서울특별시 노원구 공릉동,670-20,0670,0020,노원프레미어스엠코,84.0261,202102,9,"        88,500",14,2016,동일로 986,,-,-
서울특별시 노원구 공릉동,670-20,0670,0020,노원프레미어스엠코,84.0408,202102,15,"        86,800",19,2016,동일로 986,,-,-
서울특별시 노원구 공릉동,670-20,0670,0020,노원프레미어스엠코,84.0261,202108,19,"        88,000",13,2016,동일로 986,,-,-
서울특별시 노원구 공릉동,604-11,0604,0011,대동아파트,84.97,202102,6,"        66,500",15,1999,동일로175길 38,,-,-
서울특별시 노원구 공릉동,604-11,0604,0011,대동아파트,84.97,202102,10,"        59,000",11,1999,동일로175길 38,,-,-
서울특별시 노원구 공릉동,604-11,0604,0011,대동아파트,59.83,202103,8,"        56,750",13,1999,동일로175길 38,,-,-
서울특별시 노원구 공릉동,604-11,0604,0011,대동아파트,59.83,202106,7,"        59,700",7,1999,동일로175길 38,,-,-
서울특별시 노원구 공릉동,604-11,0604,0011,대동아파트,84.97,202106,8,"        61,000",2,1999,동일로175길 38,,-,-
서울특별시 노원구 공릉동,380-1,0380,0001,대동아파트2,84.81,202102,23,"        69,800",11,1999,동일로195길 39,,-,-
서울특별시 노원구 공릉동,380-1,0380,0001,대동아파트2,114.95,202110,2,"        87,000",14,1999,동일로195길 39,,-,-
서울특별시 노원구 공릉동,380-1,0380,0001,대동아파트2,114.95,202110,6,"        87,900",7,1999,동일로195길 39,,-,-
서울특별시 노원구 공릉동,380-1,0380,0001,대동아파트2,114.95,202110,7,"        88,000",10,1999,동일로195길 39,,-,-
서울특별시 노원구 공릉동,380-1,0380,0001,대동아파트2,84.9,202110,30,"        70,000",15,1999,동일로195길 39,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,57.96,202101,9,"        51,500",1,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,57.96,202105,1,"        53,000",4,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,64.8,202105,18,"        53,500",2,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,66.24,202106,14,"        40,000",2,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,57.96,202106,25,"        53,700",5,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,66.24,202108,9,"        60,000",5,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,270-71,0270,0071,대명아파트,66.24,202109,28,"        60,000",1,1989,노원로1길 103,,-,-
서울특별시 노원구 공릉동,492-1,0492,0001,대아2차아파트,114.96,202101,9,"        74,500",11,2000,동일로183길 34,,-,-
서울특별시 노원구 공릉동,492-1,0492,0001,대아2차아파트,59.88,202103,20,"        57,000",3,2000,동일로183길 34,,-,-
서울특별시 노원구 공릉동,492-1,0492,0001,대아2차아파트,59.88,202104,22,"        57,700",14,2000,동일로183길 34,,-,-
서울특별시 노원구 공릉동,492-1,0492,0001,대아2차아파트,59.88,202110,14,"        67,500",17,2000,동일로183길 34,,-,-
서울특별시 노원구 공릉동,740,0740,0000,대아아파트1차,59.75,202102,20,"        49,000",1,1997,공릉로 157,,-,-
서울특별시 노원구 공릉동,740,0740,0000,대아아파트1차,78.68,202106,9,"        61,000",13,1997,공릉로 157,,-,-
서울특별시 노원구 공릉동,740,0740,0000,대아아파트1차,84.86,202106,26,"        66,200",7,1997,공릉로 157,,-,-
서울특별시 노원구 공릉동,740,0740,0000,대아아파트1차,59.75,202109,25,"        56,000",10,1997,공릉로 157,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,81.12,202102,9,"        66,000",9,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,81.12,202102,9,"        68,000",18,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,81.12,202104,13,"        69,000",9,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,65.768,202105,1,"        55,500",7,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,81.12,202105,5,"        68,500",5,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,81.12,202106,29,"        68,000",4,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,751,0751,0000,대주파크빌아파트,81.12,202107,4,"        79,800",11,2003,섬밭로 52,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,114.17,202101,28,"        75,000",1,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,84.79,202102,9,"        59,000",9,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,114.17,202103,10,"        75,500",9,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,59.34,202103,16,"        48,000",15,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,84.79,202104,6,"        54,000",9,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,84.79,202106,12,"        75,000",13,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,84.79,202107,29,"        76,000",15,1996,공릉로 206,20210927,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,59.34,202108,25,"        56,500",6,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,59.34,202108,30,"        58,000",11,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,59.34,202108,31,"        49,000",1,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,59.34,202109,8,"        57,000",15,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,705,0705,0000,동부아파트,84.79,202109,25,"        76,000",15,1996,공릉로 206,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,84.97,202101,10,"        75,000",12,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,59.99,202101,29,"        56,500",11,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,59.99,202102,1,"        56,800",1,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,114.98,202102,2,"        90,000",6,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,59.99,202103,28,"        60,000",10,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,59.99,202104,15,"        59,300",11,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,84.97,202105,3,"        83,000",9,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,59.99,202105,17,"        59,000",7,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,59.99,202105,22,"        57,500",3,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,114.98,202105,23,"        82,000",13,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,114.98,202106,12,"        90,000",14,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,114.98,202106,12,"        95,000",14,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,84.97,202107,26,"        84,000",7,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,84.97,202109,9,"        89,500",17,1999,공릉로 213,,-,-
서울특별시 노원구 공릉동,745,0745,0000,동신아파트,114.98,202110,8,"        97,500",14,1999,공릉로 213,20211203,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,100.23,202101,9,"        89,000",2,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,84.9,202101,22,"        76,500",11,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,84.9,202101,26,"        79,500",12,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202102,5,"        69,000",21,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202102,6,"        59,000",1,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202103,2,"        61,000",5,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202103,25,"        67,000",12,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202103,25,"        67,000",9,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,84.9,202104,26,"        88,000",15,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,84.9,202105,6,"        83,000",4,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202105,15,"        68,000",7,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202105,18,"        66,500",2,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202106,14,"        65,900",14,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202106,28,"        71,500",19,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202107,3,"        67,900",7,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202107,5,"        72,700",14,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202107,10,"        64,000",1,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202107,24,"        72,000",21,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202107,27,"        71,700",10,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202107,31,"        74,700",10,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,84.9,202108,14,"        89,000",10,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202108,17,"        77,500",22,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,60,202108,21,"        75,000",6,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,59.76,202109,15,"        74,500",10,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,747,0747,0000,두산힐스빌아파트,114.72,202109,17,"       107,000",7,2000,공릉로 126,,-,-
서울특별시 노원구 공릉동,670-6,0670,0006,미라쉘,16.69,202101,5,"        15,000",18,2018,화랑로 441,,-,-
서울특별시 노원구 공릉동,670-6,0670,0006,미라쉘,17.58,202103,5,"        20,000",9,2018,화랑로 441,,-,-
서울특별시 노원구 공릉동,670-6,0670,0006,미라쉘,16.69,202110,20,"        16,800",6,2018,화랑로 441,,-,-
서울특별시 노원구 공릉동,593-6,0593,0006,백영아파트,79.92,202104,13,"        41,500",4,2004,동일로176길 19-15,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202101,10,"        53,500",3,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202101,11,"        48,800",6,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202101,20,"        45,700",3,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.97,202101,25,"        55,500",7,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202101,25,"        50,000",4,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.93,202101,29,"        44,300",3,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.74,202101,31,"        56,000",7,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.93,202101,31,"        45,700",4,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202102,2,"        61,500",7,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.97,202102,3,"        56,300",3,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202102,10,"        59,800",10,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.74,202102,15,"        61,700",9,1999,화랑로51길 78,20210510,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.74,202102,16,"        59,000",10,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,49.28,202102,16,"        47,500",6,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202103,4,"        42,500",1,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202103,6,"        51,000",12,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202103,9,"        52,000",8,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202104,22,"        54,500",5,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202104,28,"        50,000",2,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.74,202105,10,"        61,700",9,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.93,202105,25,"        52,700",10,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202105,29,"        63,700",7,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202106,10,"        51,700",4,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,49.28,202106,25,"        50,000",5,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202106,26,"        65,000",14,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.93,202107,2,"        52,000",12,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,49.28,202107,5,"        52,000",15,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202107,10,"        54,500",4,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.74,202107,10,"        62,500",6,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202107,14,"        54,500",13,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.97,202107,21,"        62,500",4,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202107,24,"        56,000",14,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202107,25,"        61,800",5,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202108,7,"        65,000",12,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202108,7,"        56,900",9,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202108,11,"        57,500",15,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202108,21,"        53,000",12,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,48.6,202108,25,"        51,000",1,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,109,0109,0000,비선아파트,59.87,202109,10,"        67,000",13,1999,화랑로51길 78,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,84.458,202101,26,"        72,500",8,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202101,26,"        56,400",8,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202102,3,"        56,000",12,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,32.765,202102,24,"        30,000",18,2004,공릉로34길 118,20210415,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,32.765,202102,27,"        26,500",15,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,83.409,202104,26,"        73,200",5,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,32.765,202104,26,"        30,000",18,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202105,26,"        55,900",5,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202107,17,"        58,500",12,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202108,11,"        58,000",8,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202108,13,"        54,500",1,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,54.74,202108,14,"        57,500",3,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,754,0754,0000,삼익2차아파트,83.409,202110,6,"        79,000",17,2004,공릉로34길 118,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,39.6,202101,28,"        40,000",6,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,49.5,202101,29,"        49,900",10,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,49.5,202102,4,"        48,300",2,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,59.04,202102,27,"        55,000",6,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,59.04,202103,5,"        56,400",9,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,39.6,202103,23,"        38,500",4,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,39.6,202103,27,"        40,500",2,1994,동일로198가길 13,,-,-
서울특별시 노원구 공릉동,714,0714,0000,삼익4단지아파트,49.5,202104,9,"        54,900",10,1994,동일로198가길 13,,-,-
